project, run, sample, species, location, collection date, technology, 16S region
PRJNA277291, SRR1833724, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833723, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833722, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833721, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833720, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833719, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833718, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833717, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
PRJNA277291, SRR1833716, coral, Ctenactis echinata, 22.3N 38.9E, 2011, 454, V5-V6
SRP010998, SRR413296, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413295, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413294, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413293, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413292, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413291, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413290, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413289, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413288, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413287, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413286, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
SRP010998, SRR413285, coral, Eunicella cavolini, 43.4N 7.2E, 2010, 454, V1-V2
PRJNA192455, SRR413065, coral, Lytocarpia sp. LV-2013, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413064, coral, Eunicella verrucosa, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413063, coral, Eunicella verrucosa, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413062, coral, Paramuricea clavata, 40.5N 9.4E, 2008, 454, V6
PRJNA192455, SRR413061, coral, Paramuricea clavata, 40.5N 9.4E, 2008, 454, V6
PRJNA192455, SRR413060, coral, Paramuricea clavata, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413059, coral, Paramuricea clavata, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413058, coral, Paramuricea clavata, 36.5N 12.1E, 2011, 454, V6
PRJNA192455, SRR413057, coral, Paramuricea clavata, 44.2N 9.1E, 2011, 454, V6
PRJNA192455, SRR413056, coral, Paramuricea clavata, 44.2N 9.1E, 2011, 454, V6
PRJNA297333, SRR2953688, coral, Paramuricea placomus, 38.2N 73.8W, 2012, 454, V4-V5
PRJNA297333, SRR2953686, coral, Paramuricea placomus, 38.2N 73.8W, 2012, 454, V4-V5
PRJNA297333, SRR2953685, coral, Paramuricea placomus, 38.2N 73.8W, 2012, 454, V4-V5
PRJNA297333, SRR2953682, coral, Paramuricea placomus, 38.2N 73.8W, 2012, 454, V4-V5
PRJNA297333, SRR2953678, coral, Paramuricea placomus, 38.2N 73.8W, 2012, 454, V4-V5
PRJNA312774, SRR3197173, coral, Eunicella singularis, 43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197172, coral, Eunicella cavolini, 43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197171, coral, Eunicella cavolini,	43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197074, coral, Eunicella cavolini,	43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197070, coral, Leptogorgia sarmentosa, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197069, coral, Leptogorgia sarmentosa, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197068, coral, Leptogorgia sarmentosa,	44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197067, coral, Eunicella verrucosa, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197066, coral, Eunicella verrucosa, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197065, coral, Eunicella verrucosa, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197064, coral, Eunicella singularis, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197063, coral, Eunicella singularis, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197062, coral, Eunicella singularis, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197061, coral, Eunicella cavolini, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197060, coral, Leptogorgia sarmentosa, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197059, coral, Eunicella cavolini, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197058, coral, Eunicella cavolini, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197057, coral, Eunicella singularis, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197056, coral, Eunicella singularis, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197055, coral, Eunicella singularis, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197054, coral, Eunicella cavolini, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197053, coral, Eunicella cavolini, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197052, coral, Eunicella cavolini, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197051, coral, Leptogorgia sarmentosa, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197050, coral, Leptogorgia sarmentosa, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197048, coral, Leptogorgia sarmentosa, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197047, coral, Leptogorgia sarmentosa, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197046, coral, Eunicella singularis, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197045, coral, Eunicella singularis, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197044, coral, Eunicella singularis, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197043, coral, Eunicella cavolini, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197042, coral, Eunicella cavolini, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197041, coral, Eunicella cavolini, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197040, seawater, NA, 44.2N 9.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197039, seawater, NA, 41.5N 8.5E, 2013, 454, V5-V6
PRJNA312774, SRR3197038, seawater, NA, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197037, coral, Leptogorgia sarmentosa, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197036, seawater, NA, 39.6N 3.1E, 2013, 454, V5-V6
PRJNA312774, SRR3197035, seawater, NA, 43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197034, seawater, NA, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197033, coral, Paramuricea clavata, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197032, coral, Paramuricea clavata, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197031, coral, Paramuricea clavata, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197030, coral, Paramuricea clavata, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197029, coral, Eunicella singularis, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197028, coral, Eunicella singularis, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197027, coral, Eunicella singularis, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197026, coral, Eunicella singularis, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197025, coral, Eunicella singularis, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197024, coral, Eunicella singularis, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197023, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197022, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197021, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197020, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197019, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197018, coral, Eunicella cavolini, 43.5N 15.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197017, coral, Eunicella singularis, 43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197016, coral, Eunicella singularis, 43.1N 5.3E, 2013, 454, V5-V6
PRJNA312774, SRR3197015, coral, Eunicella singularis, 42.2N 3.2E, 2013, 454, V5-V6
PRJNA312774, SRR3197014, coral, Eunicella singularis, 42.2N 3.2E, 2013, 454, V5-V6
